K	ពាន់
k	ពាន់
M	លាន
B	ប៊ីលាន
bn	ប៊ីលាន
ពាន់	ពាន់
ម៉ឺន	ម៉ឺន
សែន	សែន
លាន	លាន
ពាន់លាន	ពាន់លាន
ប៊ីលាន	ប៊ីលាន
ទ្រីលាន	ទ្រីលាន
