$	ដុល្លារ
USD	ដុល្លារ
៛	រៀល
KHR	រៀល
€	អឺរ៉ូ
EUR	អឺរ៉ូ
£	ផោន
GBP	ផោន
฿	បាត
THB	បាត
₫	ដុង
VND	ដុង
¥	យ៉ន់
JPY	យ៉ន់
₩	វ៉ន់
KRW	វ៉ន់
₭	គីប
LAK	គីប
₽	រូប្លិ
RUB	រូប្លិ
