com	com
net	net
org	o▁r▁g
gov	gov
edu	e▁d▁u
info	info
io	i▁o
ai	a▁i
co	co
dev	dev
app	app
kh	k▁h
us	u▁s
uk	u▁k
sg	s▁g
th	t▁h
vn	v▁n
la	l▁a
jp	j▁p
cn	c▁n
kr	k▁r
au	a▁u
my	m▁y
ru	r▁u
tv	t▁v
per	p▁e▁r
